Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7517 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7517 GB   
  90: ↑ 90 ↓ 81 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 80 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 79 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 78 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 77 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 76 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 75 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 74 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 73 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 72 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 71 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 70 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 69 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 68 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 67 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 66 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 65 , RAM cost:2.5728 GB   
  90: ↑ 90 ↓ 64 , RAM cost:2.4476 GB   
  90: ↑ 90 ↓ 63 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 62 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 61 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 60 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 59 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 58 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 57 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 56 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 55 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 54 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 53 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 52 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 51 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 50 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 49 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 48 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 47 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 46 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 45 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 44 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 43 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 42 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 41 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 40 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 39 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 38 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 37 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 36 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 35 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 34 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 33 , RAM cost:2.4478 GB   
  90: ↑ 90 ↓ 32 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 31 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 30 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 29 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 28 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 27 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 26 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 25 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 24 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 23 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 22 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 21 , RAM cost:2.3226 GB   
  90: ↑ 90 ↓ 20 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 19 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 18 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 17 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 16 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 15 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 14 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 13 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 12 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 11 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓ 10 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  9 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  8 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  7 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  6 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  5 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  4 , RAM cost:2.3227 GB   
  90: ↑ 90 ↓  3 , RAM cost:2.3227 GB   slope: -0.08474, walltime: 115.967 sec, max_RAM_cost: 2.573 GB

Intial Slope = -0.08715
Starting svp pump_{75, 105, 10}

  95: ↑ 51   , RAM cost:1.9505 GB    
  95: ↑ 52   , RAM cost:1.9505 GB    
  95: ↑ 53   , RAM cost:1.9505 GB    
  95: ↑ 54   , RAM cost:1.9505 GB    
  95: ↑ 55   , RAM cost:1.9505 GB    
  95: ↑ 56   , RAM cost:1.9505 GB    
  95: ↑ 57   , RAM cost:1.9505 GB    
  95: ↑ 58   , RAM cost:1.9510 GB    
  95: ↑ 59   , RAM cost:1.9515 GB    
  95: ↑ 60   , RAM cost:1.9523 GB    
  95: ↑ 61   , RAM cost:1.9533 GB    
  95: ↑ 62   , RAM cost:1.9543 GB    
  95: ↑ 63   , RAM cost:1.9553 GB    
  95: ↑ 64   , RAM cost:1.9566 GB    
  95: ↑ 65   , RAM cost:2.0757 GB    
  95: ↑ 66   , RAM cost:2.0775 GB    
  95: ↑ 67   , RAM cost:2.0794 GB    
  95: ↑ 68   , RAM cost:2.0819 GB    
  95: ↑ 69   , RAM cost:2.0847 GB    
  95: ↑ 70   , RAM cost:2.0877 GB    
  95: ↑ 71   , RAM cost:2.0921 GB    
  95: ↑ 72   , RAM cost:2.0963 GB    
  95: ↑ 73   , RAM cost:2.1011 GB    
  95: ↑ 74   , RAM cost:2.1066 GB    
  95: ↑ 75   , RAM cost:2.1131 GB    
  95: ↑ 76   , RAM cost:2.1205 GB    
  95: ↑ 77   , RAM cost:2.1291 GB    
  95: ↑ 78   , RAM cost:2.1390 GB    
  95: ↑ 79   , RAM cost:2.1505 GB    
  95: ↑ 80   , RAM cost:2.1637 GB    
  95: ↑ 81   , RAM cost:2.1788 GB    
  95: ↑ 82   , RAM cost:2.1965 GB    
  95: ↑ 83   , RAM cost:2.2166 GB    
  95: ↑ 84   , RAM cost:2.2403 GB    
  95: ↑ 85   , RAM cost:2.2821 GB    
  95: ↑ 86   , RAM cost:2.3140 GB    
  95: ↑ 87   , RAM cost:2.3507 GB    
  95: ↑ 88   , RAM cost:2.3924 GB    
  95: ↑ 89   , RAM cost:2.4408 GB    
  95: ↑ 90   , RAM cost:2.5110 GB    
  95: ↑ 91   , RAM cost:2.5775 GB    
  95: ↑ 92   , RAM cost:2.6558 GB    
  95: ↑ 93   , RAM cost:2.7049 GB    
  95: ↑ 94   , RAM cost:2.8264 GB    
  95: ↑ 95   , RAM cost:2.9462 GB    
  95: ↑ 95 ↓ 94 , RAM cost:3.1014 GB   
  95: ↑ 95 ↓ 93 , RAM cost:3.1014 GB   
  95: ↑ 95 ↓ 92 , RAM cost:3.1014 GB   
  95: ↑ 95 ↓ 91 , RAM cost:3.1032 GB   
  95: ↑ 95 ↓ 90 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 89 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 88 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 87 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 86 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 85 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 84 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 83 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 82 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 81 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 80 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 79 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 78 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 77 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 76 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 75 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 74 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 73 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 72 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 71 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 70 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 69 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 68 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 67 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 66 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 65 , RAM cost:3.1033 GB   
  95: ↑ 95 ↓ 64 , RAM cost:2.9780 GB   
  95: ↑ 95 ↓ 63 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 62 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 61 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 60 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 59 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 58 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 57 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 56 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 55 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 54 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 53 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 52 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 51 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 50 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 49 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 48 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 47 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 46 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 45 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 44 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 43 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 42 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 41 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 40 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 39 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 38 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 37 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 36 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 35 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 34 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 33 , RAM cost:2.9782 GB   
  95: ↑ 95 ↓ 32 , RAM cost:2.8531 GB   
  95: ↑ 95 ↓ 31 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 30 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 29 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 28 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 27 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 26 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 25 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 24 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 23 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 22 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 21 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 20 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 19 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 18 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 17 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 16 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 15 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 14 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 13 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 12 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 11 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓ 10 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  9 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  8 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  7 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  6 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  5 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  4 , RAM cost:2.8533 GB   
  95: ↑ 95 ↓  3 , RAM cost:2.8533 GB   slope: -0.08150, walltime: 176.057 sec, max_RAM_cost: 3.103 GB

Intial Slope = -0.08940
Starting svp pump_{75, 105, 10}

  95: ↑ 51   , RAM cost:2.0042 GB    
  95: ↑ 52   , RAM cost:2.0042 GB    
  95: ↑ 53   , RAM cost:2.0042 GB    
  95: ↑ 54   , RAM cost:2.0042 GB    
  95: ↑ 55   , RAM cost:2.0042 GB    
  95: ↑ 56   , RAM cost:2.0042 GB    
  95: ↑ 57   , RAM cost:2.0042 GB    
  95: ↑ 58   , RAM cost:2.0047 GB    
  95: ↑ 59   , RAM cost:2.0054 GB    
  95: ↑ 60   , RAM cost:2.0062 GB    
  95: ↑ 61   , RAM cost:2.0069 GB    
  95: ↑ 62   , RAM cost:2.0079 GB    
  95: ↑ 63   , RAM cost:2.0092 GB    
  95: ↑ 64   , RAM cost:2.0104 GB    
  95: ↑ 65   , RAM cost:2.1296 GB    
  95: ↑ 66   , RAM cost:2.1314 GB    
  95: ↑ 67   , RAM cost:2.1334 GB    
  95: ↑ 68   , RAM cost:2.1359 GB    
  95: ↑ 69   , RAM cost:2.1387 GB    
  95: ↑ 70   , RAM cost:2.1418 GB    
  95: ↑ 71   , RAM cost:2.1476 GB    
  95: ↑ 72   , RAM cost:2.1517 GB    
  95: ↑ 73   , RAM cost:2.1565 GB    
  95: ↑ 74   , RAM cost:2.1622 GB    
  95: ↑ 75   , RAM cost:2.1686 GB    
  95: ↑ 76   , RAM cost:2.1762 GB    
  95: ↑ 77   , RAM cost:2.1846 GB    
  95: ↑ 78   , RAM cost:2.1949 GB    
  95: ↑ 79   , RAM cost:2.2064 GB    
  95: ↑ 80   , RAM cost:2.2196 GB    
  95: ↑ 81   , RAM cost:2.2348 GB    
  95: ↑ 82   , RAM cost:2.2524 GB    
  95: ↑ 83   , RAM cost:2.2730 GB    
  95: ↑ 84   , RAM cost:2.2965 GB    
  95: ↑ 85   , RAM cost:2.3338 GB    
  95: ↑ 86   , RAM cost:2.3656 GB    
  95: ↑ 87   , RAM cost:2.4020 GB    
  95: ↑ 88   , RAM cost:2.4439 GB    
  95: ↑ 89   , RAM cost:2.4927 GB    
  95: ↑ 90   , RAM cost:2.5627 GB    
  95: ↑ 91   , RAM cost:2.6278 GB    
  95: ↑ 92   , RAM cost:2.7045 GB    
  95: ↑ 93   , RAM cost:2.7500 GB    
  95: ↑ 94   , RAM cost:2.8692 GB    
  95: ↑ 95   , RAM cost:2.9902 GB    
  95: ↑ 95 ↓ 94 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 93 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 92 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 91 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 90 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 89 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 88 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 87 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 86 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 85 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 84 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 83 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 82 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 81 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 80 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 79 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 78 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 77 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 76 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 75 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 74 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 73 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 72 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 71 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 70 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 69 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 68 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 67 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 66 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 65 , RAM cost:3.1396 GB   
  95: ↑ 95 ↓ 64 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 63 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 62 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 61 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 60 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 59 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 58 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 57 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 56 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 55 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 54 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 53 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 52 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 51 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 50 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 49 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 48 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 47 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 46 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 45 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 44 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 43 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 42 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 41 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 40 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 39 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 38 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 37 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 36 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 35 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 34 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 33 , RAM cost:3.0146 GB   
  95: ↑ 95 ↓ 32 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 31 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 30 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 29 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 28 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 27 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 26 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 25 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 24 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 23 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 22 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 21 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 20 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 19 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 18 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 17 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 16 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 15 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 14 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 13 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 12 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 11 , RAM cost:2.8895 GB   
  95: ↑ 95 ↓ 10 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  9 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  8 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  7 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  6 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  5 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  4 , RAM cost:2.8896 GB   
  95: ↑ 95 ↓  3 , RAM cost:2.8896 GB   slope: -0.08340, walltime: 182.527 sec, max_RAM_cost: 3.140 GB

Intial Slope = -0.08425
Starting svp pump_{70, 110, 11}

  99: ↑ 51   , RAM cost:2.0406 GB    
  99: ↑ 52   , RAM cost:2.0406 GB    
  99: ↑ 53   , RAM cost:2.0406 GB    
  99: ↑ 54   , RAM cost:2.0406 GB    
  99: ↑ 55   , RAM cost:2.0406 GB    
  99: ↑ 56   , RAM cost:2.0406 GB    
  99: ↑ 57   , RAM cost:2.0406 GB    
  99: ↑ 58   , RAM cost:2.0410 GB    
  99: ↑ 59   , RAM cost:2.0418 GB    
  99: ↑ 60   , RAM cost:2.0425 GB    
  99: ↑ 61   , RAM cost:2.0433 GB    
  99: ↑ 62   , RAM cost:2.0443 GB    
  99: ↑ 63   , RAM cost:2.0456 GB    
  99: ↑ 64   , RAM cost:2.0468 GB    
  99: ↑ 65   , RAM cost:2.1659 GB    
  99: ↑ 66   , RAM cost:2.1677 GB    
  99: ↑ 67   , RAM cost:2.1697 GB    
  99: ↑ 68   , RAM cost:2.1719 GB    
  99: ↑ 69   , RAM cost:2.1746 GB    
  99: ↑ 70   , RAM cost:2.1779 GB    
  99: ↑ 71   , RAM cost:2.1822 GB    
  99: ↑ 72   , RAM cost:2.1862 GB    
  99: ↑ 73   , RAM cost:2.1909 GB    
  99: ↑ 74   , RAM cost:2.1967 GB    
  99: ↑ 75   , RAM cost:2.2030 GB    
  99: ↑ 76   , RAM cost:2.2106 GB    
  99: ↑ 77   , RAM cost:2.2191 GB    
  99: ↑ 78   , RAM cost:2.2289 GB    
  99: ↑ 79   , RAM cost:2.2405 GB    
  99: ↑ 80   , RAM cost:2.2536 GB    
  99: ↑ 81   , RAM cost:2.2690 GB    
  99: ↑ 82   , RAM cost:2.2864 GB    
  99: ↑ 83   , RAM cost:2.3068 GB    
  99: ↑ 84   , RAM cost:2.3302 GB    
  99: ↑ 85   , RAM cost:2.3575 GB    
  99: ↑ 86   , RAM cost:2.3886 GB    
  99: ↑ 87   , RAM cost:2.4249 GB    
  99: ↑ 88   , RAM cost:2.4667 GB    
  99: ↑ 89   , RAM cost:2.5147 GB    
  99: ↑ 90   , RAM cost:2.5847 GB    
  99: ↑ 91   , RAM cost:2.6489 GB    
  99: ↑ 92   , RAM cost:2.7231 GB    
  99: ↑ 93   , RAM cost:2.7669 GB    
  99: ↑ 94   , RAM cost:2.8845 GB    
  99: ↑ 95   , RAM cost:3.0036 GB    
  99: ↑ 96   , RAM cost:3.1418 GB    
  99: ↑ 97   , RAM cost:3.4255 GB    
  99: ↑ 98   , RAM cost:3.6154 GB    
  99: ↑ 99   , RAM cost:3.8267 GB    
  99: ↑ 99 ↓ 98 , RAM cost:4.0979 GB   
  99: ↑ 99 ↓ 97 , RAM cost:4.0979 GB   
  99: ↑ 99 ↓ 96 , RAM cost:3.9748 GB   
  99: ↑ 99 ↓ 95 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 94 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 93 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 92 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 91 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 90 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 89 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 88 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 87 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 86 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 85 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 84 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 83 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 82 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 81 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 80 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 79 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 78 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 77 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 76 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 75 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 74 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 73 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 72 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 71 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 70 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 69 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 68 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 67 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 66 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 65 , RAM cost:3.9750 GB   
  99: ↑ 99 ↓ 64 , RAM cost:3.8498 GB   
  99: ↑ 99 ↓ 63 , RAM cost:3.8498 GB   
  99: ↑ 99 ↓ 62 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 61 , RAM cost:3.8500 GB   
  99: ↑ 99 ↓ 60 , RAM cost:3.8500 GB   
